Mortgage Rates,MLS #,City,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Date,Closing Date,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster
3.92,2350638,Raleigh,27605,3,4,3200,1,2021,2020-10-27,2022-02-17,1495000,1565036,478,70036,35.7908,-78.653,1
3.92,2426256,Durham,27705,3,3,2112,1,1974,2022-01-10,2022-02-15,389000,455000,36,66000,36.0218,-78.9478,2
3.92,2424730,Raleigh,27605,3,2,1440,1,1984,2021-12-29,2022-02-15,450000,501000,48,51000,35.7908,-78.653,1
3.92,2378761,Raleigh,27605,3,4,2748,1,2021,2021-04-20,2022-02-16,1250000,1284619,302,34619,35.7908,-78.653,1
3.92,2424879,Durham,27705,3,3,2106,1,1974,2021-12-30,2022-02-18,335000,369000,50,34000,36.0218,-78.9478,2
3.92,2426530,Cary,27511,3,2,1595,1,2001,2022-01-11,2022-02-18,445000,475000,38,30000,35.7641,-78.7786,1
3.92,2427572,Chapel Hill,27517,2,3,1152,1,1974,2022-01-19,2022-02-18,257500,286000,30,28500,35.9182,-79.0035,2
3.92,2428075,Cary,27513,2,2,1035,1,1984,2022-01-21,2022-02-14,170000,197000,24,27000,35.7956,-78.7941,1
3.92,2428341,Holly Springs,27540,1,2,800,1,1999,2022-01-25,2022-02-17,195000,220000,23,25000,35.6263,-78.8458,1
3.92,2426548,Chapel Hill,27517,2,3,1122,1,1991,2022-01-12,2022-02-15,269000,291000,34,22000,35.9182,-79.0035,2
3.92,2426792,Cary,27513,2,1,1006,1,1986,2022-01-13,2022-02-17,210000,231000,35,21000,35.7956,-78.7941,1
3.92,2426601,Raleigh,27605,1,1,500,1,1949,2022-01-12,2022-02-15,189900,210000,34,20100,35.7908,-78.653,1
3.92,2429855,Cary,27518,2,2,1305,1,1997,2022-02-04,2022-02-18,258000,270100,14,12100,35.7299,-78.7735,1
3.92,2429845,Raleigh,27603,1,1,823,1,2007,2022-02-03,2022-02-18,318000,329000,15,11000,35.7076,-78.6563,1
3.92,2425420,Raleigh,27603,2,2,1228,1,2008,2022-01-05,2022-02-16,425000,435000,42,10000,35.7076,-78.6563,1
3.92,2415246,Cary,27513,2,2,1017,1,1984,2021-10-22,2022-02-15,242000,248000,116,6000,35.7956,-78.7941,1
3.92,2430113,Fayetteville,28314,1,1,810,1,1986,2022-02-05,2022-02-18,50000,52511,13,2511,35.0583,-79.008,4
3.92,2406137,Raleigh,27601,3,4,1617,1,2021,2021-09-05,2022-02-16,575000,577370,164,2370,35.7727,-78.6324,1
3.92,2425194,Raleigh,27606,2,1,826,1,1972,2022-01-03,2022-02-15,160000,160000,43,0,35.7645,-78.7112,1
3.92,2286458,Durham,27701,2,1,806,1,2021,2019-10-29,2022-02-17,362900,362900,842,0,35.9967,-78.8966,2
3.92,2394018,Raleigh,27605,1,1,660,1,2021,2021-07-06,2022-02-17,350000,350000,226,0,35.7908,-78.653,1
3.92,2399768,Raleigh,27601,3,4,1617,1,2021,2021-08-04,2022-02-14,585000,585000,194,0,35.7727,-78.6324,1
3.92,2393738,Durham,27701,2,1,806,1,2021,2021-07-04,2022-02-15,392000,392000,226,0,35.9967,-78.8966,2
3.92,2366449,Raleigh,27605,1,1,660,1,2021,2021-02-12,2022-02-17,382000,382000,370,0,35.7908,-78.653,1
3.92,2427501,Raleigh,27601,1,2,1283,1,2005,2022-01-19,2022-02-18,435000,435000,30,0,35.7727,-78.6324,1
3.92,2417150,Chapel Hill,27516,2,3,1345,1,1998,2021-11-03,2022-02-14,379900,375000,103,-4900,35.9162,-79.0999,2
3.92,2424268,Raleigh,27615,3,3,2112,1,1969,2021-12-22,2022-02-17,341000,335500,57,-5500,35.8887,-78.6393,3
3.92,2429045,Burlington,27215,2,2,1110,1,2005,2022-01-28,2022-02-17,145000,139000,20,-6000,36.0318,-79.4889,0
3.92,2410853,Raleigh,27603,2,2,1267,1,2005,2021-09-30,2022-02-18,474900,465000,141,-9900,35.7076,-78.6563,1
3.92,2424900,Durham,27713,2,2,1035,1,1986,2021-12-30,2022-02-17,204900,191000,49,-13900,35.9112,-78.9178,2
3.89,2430641,Cary,27513,2,2,1131,1,1986,2022-02-09,2022-02-25,250000,300000,16,50000,35.7956,-78.7941,1
3.89,2428988,Chapel Hill,27517,2,2,955,1,1985,2022-01-29,2022-02-23,183000,225000,25,42000,35.9182,-79.0035,2
3.89,2427594,Carrboro,27510,2,1,880,1,1979,2022-01-19,2022-02-23,234000,260000,35,26000,35.9055,-79.0901,2
3.89,2429023,Apex,27502,2,2,1806,1,2013,2022-01-29,2022-02-22,499900,525000,24,25100,35.7225,-78.8408,1
3.89,2427499,Raleigh,27606,2,2,1040,1,1968,2022-01-19,2022-02-22,187500,207000,34,19500,35.7645,-78.7112,1
3.89,2429366,Raleigh,27606,4,4,1172,1,1997,2022-02-01,2022-02-23,235000,245000,22,10000,35.7645,-78.7112,1
3.89,2424107,Raleigh,27604,2,2,1000,1,1983,2021-12-21,2022-02-24,185000,195000,65,10000,35.8334,-78.5799,3
3.89,2427351,Raleigh,27603,2,2,1384,1,2007,2022-01-18,2022-02-25,450000,455000,38,5000,35.7076,-78.6563,1
3.89,2425145,Raleigh,27603,2,2,1233,1,2005,2022-01-03,2022-02-21,485000,487000,49,2000,35.7076,-78.6563,1
3.89,2425311,Raleigh,27603,3,4,2615,1,2005,2022-01-04,2022-02-22,899900,900000,49,100,35.7076,-78.6563,1
3.89,2429500,Carrboro,27510,1,1,560,1,1965,2022-02-02,2022-02-22,90000,90000,20,0,35.9055,-79.0901,2
3.89,2429488,Carrboro,27510,1,1,560,1,1965,2022-02-02,2022-02-22,90000,90000,20,0,35.9055,-79.0901,2
3.89,2416502,Raleigh,27606,3,2,1212,1,1968,2021-10-29,2022-02-25,210000,210000,119,0,35.7645,-78.7112,1
3.89,2431089,Raleigh,27603,3,2,1145,1,1999,2022-02-11,2022-02-25,239900,239900,14,0,35.7076,-78.6563,1
3.89,2429444,Chapel Hill,27517,2,3,1214,1,1982,2022-02-02,2022-02-22,260000,260000,20,0,35.9182,-79.0035,2
3.89,2284375,Durham,27701,3,2,1225,1,2021,2019-10-16,2022-02-24,592000,592000,862,0,35.9967,-78.8966,2
3.89,2416939,Raleigh,27601,3,4,1617,1,2021,2021-11-02,2022-02-25,557500,557500,115,0,35.7727,-78.6324,1
3.89,2188241,Saxapahaw,27340,1,2,1123,1,2013,2018-04-30,2022-02-25,395000,395000,1397,0,35.9488,-79.3297,0
3.89,2408834,Raleigh,27601,3,4,1617,1,2021,2021-09-20,2022-02-22,550000,550000,155,0,35.7727,-78.6324,1
3.89,2410577,Raleigh,27601,3,4,1617,1,2021,2021-09-29,2022-02-21,550000,550000,145,0,35.7727,-78.6324,1
3.89,2412965,Raleigh,27601,3,4,1617,1,2021,2021-10-11,2022-02-23,555000,555000,135,0,35.7727,-78.6324,1
3.89,2427954,Raleigh,27617,2,2,1397,1,2007,2022-01-21,2022-02-24,310000,306000,34,-4000,35.9034,-78.7447,3
3.89,2419108,Raleigh,27601,1,2,1300,1,2005,2021-11-14,2022-02-22,422000,416000,100,-6000,35.7727,-78.6324,1
3.89,2419625,Durham,27713,2,2,840,1,1986,2021-11-17,2022-02-23,207000,197000,98,-10000,35.9112,-78.9178,2
3.89,2420781,Chapel Hill,27517,3,3,1442,1,1984,2021-11-25,2022-02-25,300000,285000,92,-15000,35.9182,-79.0035,2
3.76,2429081,Raleigh,27612,2,2,1020,1,1985,2022-01-30,2022-03-03,240000,290000,32,50000,35.852,-78.6841,3
3.76,2428597,Raleigh,27601,2,2,1400,1,2005,2022-01-26,2022-03-01,425000,460000,34,35000,35.7727,-78.6324,1
3.76,2430160,Raleigh,27614,3,3,1693,1,2004,2022-02-06,2022-03-03,264000,295000,25,31000,35.9457,-78.6433,3
3.76,2424398,Chapel Hill,27516,1,1,744,1,2002,2021-12-24,2022-03-04,225000,256000,70,31000,35.9162,-79.0999,2
3.76,2428874,Raleigh,27605,3,2,1124,1,1949,2022-01-28,2022-03-04,380000,410000,35,30000,35.7908,-78.653,1
3.76,2428553,Raleigh,27617,3,2,1434,1,2005,2022-01-26,2022-02-28,275000,305000,33,30000,35.9034,-78.7447,3
3.76,2428957,Raleigh,27614,3,3,1604,1,2012,2022-01-27,2022-03-03,250000,280000,35,30000,35.9457,-78.6433,3
3.76,2428449,Raleigh,27604,3,4,1803,1,2016,2022-01-26,2022-03-02,396000,425000,35,29000,35.8334,-78.5799,3
3.76,2429297,Raleigh,27603,3,3,1568,1,1892,2022-02-01,2022-03-05,569000,590000,32,21000,35.7076,-78.6563,1
3.76,2430747,Raleigh,27612,2,2,948,1,1985,2022-02-10,2022-02-28,250000,263000,18,13000,35.852,-78.6841,3
3.76,2426473,Raleigh,27609,1,2,985,1,1999,2022-01-11,2022-02-28,219000,230000,48,11000,35.848,-78.6317,3
3.76,2428161,Raleigh,27603,4,4,1391,1,2001,2022-01-24,2022-03-01,230000,240000,36,10000,35.7076,-78.6563,1
3.76,2431874,Durham,27713,1,1,647,1,1986,2022-02-17,2022-02-28,145000,155000,11,10000,35.9112,-78.9178,2
3.76,2427127,Chapel Hill,27517,2,3,1255,1,1982,2022-01-14,2022-02-28,245000,250000,45,5000,35.9182,-79.0035,2
3.76,2429468,Carrboro,27510,1,1,560,1,1965,2022-02-02,2022-03-01,90000,90000,27,0,35.9055,-79.0901,2
3.76,2429493,Carrboro,27510,1,1,560,1,1965,2022-02-02,2022-03-04,90000,90000,30,0,35.9055,-79.0901,2
3.76,2408313,Burlington,27217,3,2,1292,2,2021,2021-09-16,2022-02-28,220000,220000,165,0,36.1288,-79.4114,0
3.76,2394006,Raleigh,27605,1,1,660,1,2021,2021-07-06,2022-02-28,340000,340000,237,0,35.7908,-78.653,1
3.76,2428938,Cary,27511,2,2,1126,1,1986,2022-01-28,2022-02-28,240000,240000,31,0,35.7641,-78.7786,1
3.76,2427511,Chapel Hill,27516,4,4,1250,1,1999,2022-01-19,2022-02-28,235000,235000,40,0,35.9162,-79.0999,2
3.76,2427837,Raleigh,27603,2,2,1376,1,2005,2022-01-20,2022-03-04,579880,579880,43,0,35.7076,-78.6563,1
3.76,2425491,Raleigh,27615,2,3,1147,1,1983,2022-01-05,2022-03-02,240000,239000,56,-1000,35.8887,-78.6393,3
3.76,2429496,Durham,27701,2,2,1343,1,2018,2022-02-02,2022-03-01,575000,572900,27,-2100,35.9967,-78.8966,2
3.76,2421528,Raleigh,27601,1,2,1274,1,2005,2021-12-02,2022-03-03,400000,395000,91,-5000,35.7727,-78.6324,1
3.76,2425012,Chapel Hill,27517,2,2,1009,1,1991,2022-01-01,2022-03-04,260000,253000,62,-7000,35.9182,-79.0035,2
3.76,2426028,Greensboro,27401,1,1,617,1,1905,2022-01-08,2022-03-04,137500,122500,55,-15000,36.0697,-79.7682,0
3.85,2350639,Raleigh,27605,3,4,2763,1,2021,2020-10-27,2022-03-11,1350000,1462616,500,112616,35.7908,-78.653,1
3.85,2428818,Morrisville,27560,2,2,1066,1,2011,2022-01-28,2022-03-08,260000,325000,39,65000,35.8344,-78.8466,2
3.85,2428428,Raleigh,27603,3,2,1085,1,1999,2022-01-17,2022-03-07,215000,250000,49,35000,35.7076,-78.6563,1
3.85,2428413,Cary,27513,1,1,694,1,1984,2022-01-25,2022-03-11,150000,180000,45,30000,35.7956,-78.7941,1
3.85,2430927,Cary,27513,1,1,675,1,1986,2022-02-10,2022-03-08,170000,190000,26,20000,35.7956,-78.7941,1
3.85,2430916,Raleigh,27609,2,2,995,1,1972,2022-02-10,2022-03-07,145000,165000,25,20000,35.848,-78.6317,3
3.85,2429394,Raleigh,27604,1,1,828,1,2006,2022-02-01,2022-03-07,199000,218900,34,19900,35.8334,-78.5799,3
3.85,2430242,Cary,27511,2,1,733,1,1981,2022-02-07,2022-03-08,170000,185000,29,15000,35.7641,-78.7786,1
3.85,2427208,Raleigh,27606,2,1,827,1,1972,2022-01-16,2022-03-08,160000,172500,51,12500,35.7645,-78.7112,1
3.85,2429830,Raleigh,27609,3,2,1121,1,1972,2022-02-03,2022-03-11,189900,201750,36,11850,35.848,-78.6317,3
3.85,2419719,Raleigh,27603,2,2,1007,1,2006,2021-11-17,2022-03-07,394900,405000,110,10100,35.7076,-78.6563,1
3.85,2430587,Chapel Hill,27514,1,1,655,1,1967,2022-02-09,2022-03-11,99900,110000,30,10100,35.9203,-79.0372,2
3.85,2418707,Raleigh,27604,3,3,1964,1,1974,2021-11-11,2022-03-08,218000,225000,117,7000,35.8334,-78.5799,3
3.85,2429622,Raleigh,27604,3,3,1326,1,1973,2022-02-02,2022-03-09,190000,196000,35,6000,35.8334,-78.5799,3
3.85,2402323,Durham,27713,1,1,617,1,1986,2021-08-17,2022-03-10,148000,152000,205,4000,35.9112,-78.9178,2
3.85,2428697,Raleigh,27603,2,2,1404,1,2007,2022-01-27,2022-03-10,465000,467000,42,2000,35.7076,-78.6563,1
3.85,2276840,Durham,27701,2,1,806,1,2021,2019-09-05,2022-03-07,399000,399000,914,0,35.9967,-78.8966,2
3.85,2435453,Durham,27701,1,1,1150,1,1982,2022-02-12,2022-03-07,400000,400000,23,0,35.9967,-78.8966,2
3.85,2431675,Chapel Hill,27514,2,2,927,1,1981,2022-02-16,2022-03-10,235000,232500,22,-2500,35.9203,-79.0372,2
3.85,2431602,Raleigh,27606,3,3,1418,1,1966,2022-02-15,2022-03-10,259000,249000,23,-10000,35.7645,-78.7112,1
3.85,2432337,Raleigh,27606,3,3,1418,1,1966,2022-02-18,2022-03-10,262000,252000,20,-10000,35.7645,-78.7112,1
4.16,2429637,Raleigh,27603,3,2,1145,1,1999,2022-02-02,2022-03-18,205000,230000,44,25000,35.7076,-78.6563,1
4.16,2430824,Chapel Hill,27517,2,2,1150,1,1974,2022-02-10,2022-03-16,265000,290000,34,25000,35.9182,-79.0035,2
4.16,2431745,Raleigh,27603,4,4,1391,1,2000,2022-02-16,2022-03-15,235000,255500,27,20500,35.7076,-78.6563,1
4.16,2426012,Raleigh,27617,3,2,1696,1,2006,2022-01-08,2022-03-14,325000,343000,65,18000,35.9034,-78.7447,3
4.16,2429524,Raleigh,27603,1,1,799,1,2007,2022-02-02,2022-03-15,325000,341500,41,16500,35.7076,-78.6563,1
4.16,2429886,Burlington,27215,2,2,1158,1,2000,2022-02-04,2022-03-14,190000,206000,38,16000,36.0318,-79.4889,0
4.16,2430458,Raleigh,27605,2,2,920,1,1949,2022-02-08,2022-03-15,300000,315000,35,15000,35.7908,-78.653,1
4.16,2430580,Durham,27713,1,1,683,1,1986,2022-02-09,2022-03-14,150000,165000,33,15000,35.9112,-78.9178,2
4.16,2434056,Chapel Hill,27516,2,2,1465,1,2009,2022-03-02,2022-03-18,595000,610000,16,15000,35.9162,-79.0999,2
4.16,2429208,Raleigh,27609,1,1,615,1,1972,2022-01-31,2022-03-15,139500,148000,43,8500,35.848,-78.6317,3
4.16,2429739,Greensboro,27410,1,1,1035,1,2003,2022-02-03,2022-03-15,139900,148000,40,8100,36.1032,-79.8794,0
4.16,2431233,Burlington,27215,2,2,1110,1,2004,2022-02-12,2022-03-16,145000,153000,32,8000,36.0318,-79.4889,0
4.16,2430928,Raleigh,27603,2,2,896,1,2002,2022-02-10,2022-03-18,194100,200100,36,6000,35.7076,-78.6563,1
4.16,2434568,Raleigh,27603,2,2,986,1,2004,2022-03-04,2022-03-18,200000,205000,14,5000,35.7076,-78.6563,1
4.16,2430926,Chapel Hill,27516,4,4,1179,1,1999,2022-02-10,2022-03-18,250000,255000,36,5000,35.9162,-79.0999,2
4.16,2433101,Chapel Hill,27514,1,1,700,1,1967,2022-02-24,2022-03-18,75000,78000,22,3000,35.9203,-79.0372,2
4.16,2428364,Chapel Hill,27514,1,1,700,1,1967,2022-01-25,2022-03-15,82500,82500,49,0,35.9203,-79.0372,2
4.16,2422819,Raleigh,27606,2,2,918,1,1981,2021-12-10,2022-03-17,204100,204100,97,0,35.7645,-78.7112,1
4.16,2433203,Chapel Hill,27514,2,2,1186,1,2002,2022-02-24,2022-03-18,298000,298000,22,0,35.9203,-79.0372,2
4.16,2434418,Raleigh,27603,1,2,883,1,2000,2022-03-03,2022-03-18,350000,350000,15,0,35.7076,-78.6563,1
4.16,2429938,Chapel Hill,27516,2,2,1138,1,2009,2022-02-04,2022-03-14,515000,515000,38,0,35.9162,-79.0999,2
4.16,2426293,Chapel Hill,27516,1,2,915,1,2009,2022-01-10,2022-03-18,405000,405000,67,0,35.9162,-79.0999,2
4.16,2432576,Raleigh,27604,2,2,1215,1,2009,2022-02-21,2022-03-17,322900,315000,24,-7900,35.8334,-78.5799,3
4.16,2414803,Durham,27701,3,3,1863,1,2018,2021-10-21,2022-03-14,699000,690000,144,-9000,35.9967,-78.8966,2
4.16,2427562,Hillsborough,27278,2,2,900,1,1986,2022-01-19,2022-03-14,192900,179000,54,-13900,36.0756,-79.0914,2
4.16,2419877,Raleigh,27603,2,3,1573,1,2000,2021-11-19,2022-03-16,575000,520000,117,-55000,35.7076,-78.6563,1
4.42,2433105,Durham,27705,3,4,2085,1,1974,2022-02-24,2022-03-21,425000,480000,25,55000,36.0218,-78.9478,2
4.42,2434002,Chapel Hill,27517,3,3,1379,1,1992,2022-03-01,2022-03-24,310000,362000,23,52000,35.9182,-79.0035,2
4.42,2430695,Raleigh,27601,3,3,1920,1,2008,2022-02-09,2022-03-25,975000,1000000,44,25000,35.7727,-78.6324,1
4.42,2433780,Raleigh,27606,2,1,909,1,1972,2022-02-28,2022-03-24,165000,190000,24,25000,35.7645,-78.7112,1
4.42,2432680,Cary,27513,2,1,975,1,1989,2022-02-22,2022-03-24,189900,213259,30,23359,35.7956,-78.7941,1
4.42,2430495,Raleigh,27603,4,4,1391,1,2001,2022-02-08,2022-03-25,235000,255000,45,20000,35.7076,-78.6563,1
4.42,2430065,Cary,27511,2,1,733,1,1980,2022-02-04,2022-03-24,165000,180000,48,15000,35.7641,-78.7786,1
4.42,2435096,Raleigh,27617,2,2,1420,1,2007,2022-03-07,2022-03-23,326900,340000,16,13100,35.9034,-78.7447,3
4.42,2432059,Raleigh,27609,3,3,1479,1,1972,2022-02-17,2022-03-23,210000,221500,34,11500,35.848,-78.6317,3
4.42,2431308,Raleigh,27606,2,2,992,1,1981,2022-02-14,2022-03-24,219000,230000,38,11000,35.7645,-78.7112,1
4.42,2432290,Durham,27713,1,1,694,1,1986,2022-02-18,2022-03-22,149000,160000,32,11000,35.9112,-78.9178,2
4.42,2433217,Fayetteville,28314,3,2,1310,1,1993,2022-02-24,2022-03-22,98000,104200,26,6200,35.0583,-79.008,4
4.42,2434392,Chapel Hill,27514,2,1,783,1,1966,2022-03-02,2022-03-24,150000,155000,22,5000,35.9203,-79.0372,2
4.42,2430526,Raleigh,27609,2,4,1100,1,1999,2022-02-08,2022-03-23,235000,240000,43,5000,35.848,-78.6317,3
4.42,2432545,Raleigh,27612,2,2,754,1,1984,2022-02-21,2022-03-23,236900,240000,30,3100,35.852,-78.6841,3
4.42,2428098,Chapel Hill,27514,1,1,700,1,1967,2022-01-23,2022-03-24,75000,76000,60,1000,35.9203,-79.0372,2
4.42,2437727,Cary,27513,1,1,700,1,1984,2022-03-21,2022-03-21,140000,140000,0,0,35.7956,-78.7941,1
4.42,2274410,Durham,27701,1,1,404,1,2021,2019-08-22,2022-03-25,199900,199900,946,0,35.9967,-78.8966,2
4.42,2429364,Raleigh,27606,4,5,2134,1,2005,2022-02-01,2022-03-25,525000,525000,52,0,35.7645,-78.7112,1
4.42,2426942,Durham,27701,2,2,1440,1,2007,2022-01-14,2022-03-25,550000,535000,70,-15000,35.9967,-78.8966,2
4.42,2422954,Raleigh,27603,3,2,2036,1,1890,2021-12-11,2022-03-24,749900,730000,103,-19900,35.7076,-78.6563,1
4.67,2436618,Raleigh,27603,1,1,954,1,2005,2022-03-15,2022-03-31,300000,405000,16,105000,35.7076,-78.6563,1
4.67,2436377,Raleigh,27608,2,1,675,1,1950,2022-03-14,2022-03-28,229900,305100,14,75200,35.8077,-78.6463,3
4.67,2430373,Raleigh,27615,2,3,1188,1,1984,2022-02-08,2022-04-01,250000,311000,52,61000,35.8887,-78.6393,3
4.67,2432140,Chapel Hill,27517,2,3,1140,1,1991,2022-02-18,2022-04-01,292000,353000,42,61000,35.9182,-79.0035,2
4.67,2429784,Raleigh,27605,3,3,2462,1,2019,2022-02-03,2022-03-31,1595000,1650000,56,55000,35.7908,-78.653,1
4.67,2433240,Morrisville,27560,2,2,1414,1,2002,2022-02-25,2022-03-31,280000,328500,34,48500,35.8344,-78.8466,2
4.67,2434734,Morrisville,27560,2,2,1154,1,2001,2022-03-04,2022-04-01,290000,332500,28,42500,35.8344,-78.8466,2
4.67,2435329,Durham,27713,2,2,1022,1,1986,2022-03-08,2022-03-30,195000,228200,22,33200,35.9112,-78.9178,2
4.67,2432179,Raleigh,27614,3,3,1593,1,2013,2022-02-18,2022-03-29,265000,298000,39,33000,35.9457,-78.6433,3
4.67,2434323,Durham,27701,1,1,553,1,1972,2022-03-03,2022-04-01,210000,240000,29,30000,35.9967,-78.8966,2
4.67,2429645,Raleigh,27613,3,4,1700,1,2020,2022-02-03,2022-04-01,382000,410000,57,28000,35.8949,-78.7051,3
4.67,2436548,Raleigh,27609,2,2,995,1,1982,2022-03-15,2022-03-29,210000,237500,14,27500,35.848,-78.6317,3
4.67,2431362,Raleigh,27615,2,3,1167,1,1985,2022-02-14,2022-03-28,245000,272500,42,27500,35.8887,-78.6393,3
4.67,2434511,Raleigh,27604,1,1,826,1,2007,2022-03-03,2022-03-28,210000,237000,25,27000,35.8334,-78.5799,3
4.67,2432131,Raleigh,27606,4,4,1171,1,1999,2022-02-18,2022-03-29,234900,260000,39,25100,35.7645,-78.7112,1
4.67,2433334,Raleigh,27605,2,1,871,1,1949,2022-02-25,2022-03-31,325000,350000,34,25000,35.7908,-78.653,1
4.67,2433290,Raleigh,27603,1,1,733,1,2008,2022-02-25,2022-03-30,275000,300000,33,25000,35.7076,-78.6563,1
4.67,2431050,Apex,27502,3,2,1342,1,2002,2022-02-11,2022-03-28,253000,275000,45,22000,35.7225,-78.8408,1
4.67,2434631,Raleigh,27617,1,2,1003,1,2005,2022-03-04,2022-03-28,189470,211470,24,22000,35.9034,-78.7447,3
4.67,2433915,Raleigh,27615,2,2,1120,1,1969,2022-03-01,2022-03-31,190000,212000,30,22000,35.8887,-78.6393,3
4.67,2435014,Chapel Hill,27514,2,2,940,1,1981,2022-03-07,2022-03-30,235000,250000,23,15000,35.9203,-79.0372,2
4.67,2432494,Durham,27713,2,2,887,1,1986,2022-02-21,2022-04-01,190000,205000,39,15000,35.9112,-78.9178,2
4.67,2430563,Chapel Hill,27517,1,2,1005,1,2008,2022-02-09,2022-04-01,400000,415000,51,15000,35.9182,-79.0035,2
4.67,2430903,Burlington,27215,2,2,1233,1,2007,2022-02-10,2022-03-28,229500,240000,46,10500,36.0318,-79.4889,0
4.67,2430762,Chapel Hill,27514,2,3,1092,1,1965,2022-02-10,2022-03-31,249900,260000,49,10100,35.9203,-79.0372,2
4.67,2431235,Burlington,27215,4,3,2096,1,1993,2022-02-12,2022-03-29,260000,270000,45,10000,36.0318,-79.4889,0
4.67,2430841,Apex,27502,2,1,1081,1,2002,2022-02-10,2022-04-01,247500,255000,50,7500,35.7225,-78.8408,1
4.67,2432659,Raleigh,27603,2,2,1248,1,2008,2022-02-21,2022-03-31,519000,525000,38,6000,35.7076,-78.6563,1
4.67,2435522,Elon,27244,3,3,1490,1,2006,2022-03-09,2022-03-28,185000,186200,19,1200,36.1029,-79.5067,0
4.67,2440681,Morrisville,27560,3,2,1384,1,1999,2022-03-15,2022-03-31,325000,325000,16,0,35.8344,-78.8466,2
4.67,2422885,Chapel Hill,27514,1,1,663,1,1967,2021-12-10,2022-03-31,80000,75000,111,-5000,35.9203,-79.0372,2
4.67,2432693,Raleigh,27606,4,3,1180,1,1997,2022-02-22,2022-04-01,258000,252000,38,-6000,35.7645,-78.7112,1
4.67,2427098,Raleigh,27609,2,2,1024,1,1982,2022-01-14,2022-03-29,205000,192900,74,-12100,35.848,-78.6317,3
4.67,2435477,Chapel Hill,27516,1,1,953,1,2013,2022-03-09,2022-03-31,529000,490000,22,-39000,35.9162,-79.0999,2
4.72,2437799,Chapel Hill,27516,4,4,3157,1,2013,2022-03-21,2022-04-05,1600000,2000000,15,400000,35.9162,-79.0999,2
4.72,2436894,Durham,27713,1,1,658,1,1986,2022-03-17,2022-04-05,165000,200100,19,35100,35.9112,-78.9178,2
4.72,2435402,Raleigh,27609,2,2,1100,1,1985,2022-03-09,2022-04-07,175000,210000,29,35000,35.848,-78.6317,3
4.72,2436654,Raleigh,27612,2,2,987,1,1985,2022-03-16,2022-04-07,259900,282000,22,22100,35.852,-78.6841,3
4.72,2432215,Chapel Hill,27514,2,3,1406,1,1974,2022-02-18,2022-04-08,194000,215000,49,21000,35.9203,-79.0372,2
4.72,2437024,Raleigh,27601,2,2,1385,1,2008,2022-03-17,2022-04-06,828500,848500,20,20000,35.7727,-78.6324,1
4.72,2426089,Raleigh,27615,3,2,1147,1,1975,2022-01-06,2022-04-08,155900,162500,92,6600,35.8887,-78.6393,3
4.72,2431196,Raleigh,27617,2,2,1547,1,2015,2022-02-12,2022-04-07,444888,450000,54,5112,35.9034,-78.7447,3
4.72,2432774,Carrboro,27510,2,2,967,1,1983,2022-02-22,2022-04-08,275000,277000,45,2000,35.9055,-79.0901,2
4.72,2433236,Raleigh,27606,4,4,1210,1,1999,2022-02-24,2022-04-05,270000,270000,40,0,35.7645,-78.7112,1
4.72,2436898,Apex,27502,2,2,1478,1,2013,2022-03-17,2022-04-06,450000,450000,20,0,35.7225,-78.8408,1
4.72,2426898,Durham,27701,2,1,1006,1,1984,2022-01-14,2022-04-08,375000,375000,84,0,35.9967,-78.8966,2
4.72,2437349,Raleigh,27601,2,2,1266,1,2020,2022-03-18,2022-04-08,662000,662000,21,0,35.7727,-78.6324,1
4.72,2433629,Raleigh,27603,2,3,1570,1,1892,2022-02-27,2022-04-07,669000,660000,39,-9000,35.7076,-78.6563,1
4.72,2431166,Raleigh,27601,2,2,1566,1,2006,2022-02-11,2022-04-08,510000,500000,56,-10000,35.7727,-78.6324,1
4.72,2423763,Raleigh,27616,2,2,872,1,1986,2021-12-17,2022-04-06,160000,150000,110,-10000,35.8673,-78.5381,3
4.72,2431522,Raleigh,27615,3,3,2260,1,1969,2022-02-15,2022-04-08,350000,336500,52,-13500,35.8887,-78.6393,3
4.72,2433986,Chapel Hill,27517,3,3,1435,1,1984,2022-03-01,2022-04-07,310000,287000,37,-23000,35.9182,-79.0035,2
5.0,2435676,Raleigh,27603,1,2,837,1,1890,2022-03-10,2022-04-14,315000,350000,35,35000,35.7076,-78.6563,1
5.0,2436072,Raleigh,27606,2,3,1140,1,1972,2022-03-12,2022-04-13,196000,230000,32,34000,35.7645,-78.7112,1
5.0,2436263,Durham,27701,1,2,1467,1,1994,2022-03-14,2022-04-14,649000,675000,31,26000,35.9967,-78.8966,2
5.0,2435764,Raleigh,27612,2,2,2086,1,2001,2022-03-10,2022-04-12,425000,450000,33,25000,35.852,-78.6841,3
5.0,2439133,Raleigh,27609,2,2,1040,1,1972,2022-03-29,2022-04-14,150000,170000,16,20000,35.848,-78.6317,3
5.0,2433186,Raleigh,27603,3,2,1836,1,1890,2022-02-24,2022-04-14,625000,635000,49,10000,35.7076,-78.6563,1
5.0,2438251,Raleigh,27603,3,3,1260,1,2002,2022-03-24,2022-04-14,210000,218000,21,8000,35.7076,-78.6563,1
5.0,2431569,Raleigh,27603,2,2,915,1,1987,2022-02-15,2022-04-12,204900,206900,56,2000,35.7076,-78.6563,1
